"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath"
58,"Phosphorylation of SOS1 on tyrosine 1196 promotes its RAC GEF activity and contributes to BCR-ABL leukemogenesis","10.1038/leu.2017.267","Rappsilber","SBS (Institute of Cell Biology)","Leukemia",2017,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/58.pdf"
499,"Cholangiocytes act as Facultative Liver Stem Cells during Impaired Hepatocyte Regeneration","10.1038/nature23015","Boulter","HGU","Nature",2017,1,NA,0,0,0,"B",3,4,4,2,0,1,NA,"pdf/499.pdf"
497,"Hepatic progenitor cells of biliary origin with liver repopulation capacity","10.1038/ncb3203","Boulter","HGU","Nature Cell Biology",2015,1,NA,NA,0,0,NA,1,1,1,1,0,1,NA,"pdf/497.pdf"
70,"The EMT-activator Zeb1 is a key factor for cell plasticity and promotes metastasis in pancreatic cancer","10.1038/ncb3513","Brunton","IGC (Edinburgh Cancer Research)","Nature Cell Biology",2017,1,NA,0,0,0,"GEO",2,3,4,4,0,1,NA,"pdf/70.pdf"
375,"Optimized orthogonal translation of unnatural amino acids enables spontaneous protein double-labelling and FRET","10.1038/nchem.1919","Stephen Wallace","IQB3","Nature Chemistry Biology",2014,0,NA,NA,1,0,"Supporting information",2,2,2,3,0,NA,NA,"pdf/375.pdf"
498,"Integrin signalling regulates the expansion of neuroepithelial progenitors and neurogenesis via Wnt7a and Decorin","10.1038/ncomms10354","Boulter","HGU","Nature Communications",2016,0,"0",NA,0,0,"B",3,4,4,4,1,1,NA,"pdf/498.pdf"
412,"Arabidopsis cell expansion is controlled by a photothermal switch","10.1038/ncomms5848","Karen Halliday","Other","Nature communications",2014,1,NA,NA,1,0,"Supplementary material",2,2,2,4,0,NA,NA,"pdf/412.pdf"
20,"Gain-of-function mutations in IFIH1 cause a spectrum of human disease phenotypes associated with upregulated type I interferon signaling","10.1038/ng.2933","Crow","IGC (Centre for Genomic and Experimental Medicine)","Nature Genetics",2014,1,NA,NA,1,0,"Supp",2,3,2,2,0,0,0,"pdf/20.pdf"
27,"Aberrant epithelial GREM1 expression initiates colonic tumorigenesis from cells outside the stem cell niche","10.1038/nm.3750","Tomlinson","IGC (Edinburgh Cancer Research)","Nature Medicine",2015,1,NA,NA,1,0,"NCBI GEO",3,3,4,4,0,0,NA,"pdf/27.pdf"
532,"Synergistic melanoma cell death mediated by inhibition of both MCL1 and BCL2 in high-risk tumors driven by NF1/PTEN loss","10.1038/s41388-021-01926-y","Patton","HGU","Oncogene",2021,1,NA,NA,0,0,NA,1,1,1,1,0,1,NA,"pdf/532.pdf"
100,"An FBXW7-ZEB2 axis links EMT and tumour microenvironment to promote colorectal cancer stem cells and chemoresistance","10.1038/s41389-019-0125-3","Tomlinson","IGC (Edinburgh Cancer Research)","Oncogenesis",2019,1,NA,NA,0,0,"supp",2,3,2,4,0,NA,0,"pdf/100.pdf"
395,"Kinetic CRAC uncovers a role for Nab3 in determining gene expression profiles during stress","10.1038/s41467-017-00025-5","Sander Granneman","IQB3","Nature communications",2017,1,NA,1,1,0,"Electrionical material information",2,2,2,4,0,0,NA,"pdf/395.pdf"
367,"Predicting metabolic adaptation from networks of mutational paths","10.1038/s41467-017-00828-6","Peter Swain","IQB3","Nature communications",2017,0,NA,NA,1,1,"Supplementary info",2,2,2,4,NA,NA,NA,"pdf/367.pdf"
509,"αv integrins on mesenchymal cells regulate skeletal and cardiac muscle fibrosis","10.1038/s41467-017-01097-z","Henderson","HGU","Nature Communications",2017,1,NA,0,1,0,NA,1,1,1,1,0,1,0,"pdf/509.pdf"
359,"Drug-tunable multidimensional synthetic gene control using inducible degron-tagged dCas9 effectors","10.1038/s41467-017-01222-y","Susan Rosser","IQB3","Nature communications",2017,1,NA,1,1,0,"Edinburgh Uni datashare, Supplementary info",2,2,4,4,0,NA,NA,"pdf/359.pdf"
360,"Characterisation of a New Family of Carboxyl Esterases with an OsmC Domain","10.1038/s41467-017-01222-y","Susan Rosser","IQB3","PLOS ONE",2016,1,NA,1,1,0,"Edinburgh Uni datashare, Supplementary info",4,4,4,4,NA,1,NA,"pdf/360.pdf"
54,"A neuroprotective astrocyte state is induced by neuronal signal EphB1 but fails in ALS models","10.1038/s41467-017-01283-z","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","Nature Communications",2017,1,NA,0,0,0,"GEO, Supp",2,4,4,4,0,1,0,"pdf/54.pdf"
500,"Paracrine cellular senescence exacerbates biliary injury and impairs regeneration","10.1038/s41467-018-03299-5","Boulter","HGU","Nature Communications",2018,1,NA,0,0,0,"S",2,2,2,4,1,0,0,"pdf/500.pdf"
105,"MEK1/2 inhibitor withdrawal reverses acquired resistance driven by BRAF amplification but promotes EMT/chemoresistance when KRAS is amplified","10.1038/s41467-019-09438-w","Arends","IGC (Edinburgh Cancer Research)","Nature Communications",2019,1,"1",0,0,0,"GEO",2,4,4,4,0,1,0,"pdf/105.pdf"
106,"ALPK1 hotspot mutation as a driver of human spiradenoma and spiradenocarcinoma","10.1038/s41467-019-09979-0","Arends","IGC (Edinburgh Cancer Research)","Nature Communications",2019,1,"1",1,0,0,"European Genome-phenome Archive",4,3,2,4,NA,1,1,"pdf/106.pdf"
342,"Engineered CRISPRa enables programmable eukaryote-like gene activation in bacteria","10.1038/s41467-019-11479-0","Baojun Wang","IQB3","Nature Communications",2019,1,NA,0,1,0,"Supplementary/source material",4,4,4,4,0,0,NA,"pdf/342.pdf"
501,"Embryonic mesothelial-derived hepatic lineage of quiescent and heterogenous scar-orchestrating cells defined but suppressed by WT1","10.1038/s41467-019-12701-9","Boulter","HGU","Nature Communications",2019,1,"2",0,0,0,"B",3,4,4,4,0,1,0,"pdf/501.pdf"
502,"Non-canonical Wnt signalling regulates scarring in biliary disease via the planar cell polarity receptors","10.1038/s41467-020-14283-3","Boulter","HGU","Nature Communications",2020,1,NA,1,1,0,"S",3,4,2,4,1,1,1,"pdf/502.pdf"
346,"An expanded library of orthogonal split inteins enables modular multi-peptide assemblies","10.1038/s41467-020-15272-2","Baojun Wang","IQB3","Nature Communications",2020,1,"0",NA,1,0,"Supplementary/source material",4,4,4,4,0,NA,NA,"pdf/346.pdf"
343,"Synthetic protein-binding DNA sponge as a tool to tune gene expression and mitigate protein toxicity","10.1038/s41467-020-19552-9","Baojun Wang","IQB3","Nature Communications",2020,1,NA,0,1,0,"Supplementary/source material",4,4,2,4,0,NA,NA,"pdf/343.pdf"
385,"Condensation of Rubisco into a proto-pyrenoid in higher plant chloroplasts","10.1038/s41467-020-20132-0","Alistair McCormick","Other","Nature Communications",2020,1,NA,1,1,1,"Edinburgh Uni datashare, Supplementary info",4,3,4,4,1,NA,NA,"pdf/385.pdf"
161,"Metabolomics of sebum reveals lipid dysregulation in Parkinson’s disease","10.1038/s41467-021-21669-4","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Communications",2021,1,"0",1,0,1,"MetaboLights ",3,3,4,4,NA,NA,0,"pdf/161.pdf"
157,"The white matter is a pro-differentiative niche for glioblastoma","10.1038/s41467-021-22225-w","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Communications",2021,1,"0",0,0,1,"GEO ",3,4,4,4,0,1,NA,"pdf/157.pdf"
174,"Genomic loci mispositioning in Tmem120a knockout mice yields latent lipodystrophy","10.1038/s41467-021-27869-2","Schirmer","SBS (Institute of Cell Biology)","Nature Communications",2022,1,NA,0,1,1,"GEO",3,4,4,4,0,1,NA,"pdf/174.pdf"
179,"A fluorogenic probe for granzyme B enables in-biopsy evaluation and screening of response to anticancer immunotherapies","10.1038/s41467-022-29691-w","Frame","IGC (Edinburgh Cancer Research)","Nature Communications",2022,1,NA,0,0,0,"Maestro and AMBER1",3,3,3,4,1,NA,NA,"pdf/179.pdf"
391,"RNase III-CLASH of multi-drug resistant Staphylococcus aureus reveals a regulatory mRNA 3′UTR required for intermediate vancomycin resistance","10.1038/s41467-022-31177-8","Sander Granneman","IQB3","Nature communications",2022,1,"1",1,1,0,"NCBI repository and supplementary data",3,4,4,4,0,1,NA,"pdf/391.pdf"
392,"Hfq CLASH uncovers sRNA-target interaction networks linked to nutrient availability adaptation","10.1038/s41467-022-31177-8","Sander Granneman","IQB3","Elife",2020,1,"1",1,1,1,"repository and supplementary material",4,4,4,4,NA,1,NA,"pdf/392.pdf"
181,"Myc sensitises cells to apoptosis by driving energetic demand","10.1038/s41467-022-32368-z","Arends","IGC (Edinburgh Cancer Research)","Nature Communications",2022,1,"1",0,0,0,"ProteomeXchange ",3,4,4,4,0,NA,0,"pdf/181.pdf"
180,"Reversible Myc hypomorphism identifies a key Myc-dependency in early cancer evolution","10.1038/s41467-022-34079-x","Arends","IGC (Edinburgh Cancer Research)","Nature Communications",2022,1,NA,1,0,0,"ArrayExpress ",3,4,4,4,0,1,NA,"pdf/180.pdf"
194,"CD26-negative and CD26-positive tissue-resident fibroblasts contribute to functionally distinct CAF subpopulations in breast cancer","10.1038/s41467-023-35793-w","Brunton","IGC (Edinburgh Cancer Research)","Nature Communications",2023,1,"1",1,0,1,"GEO",4,4,4,3,0,1,NA,"pdf/194.pdf"
534,"Acetylation reprograms MITF target selectivity and residence time","10.1038/s41467-023-41793-7","Patton","HGU","Nature Communications",2023,1,"2",1,0,0,"B",4,4,4,4,1,1,0,"pdf/534.pdf"
389,"The structural basis of Rubisco phase separation in the pyrenoid","10.1038/s41477-020-00811-y","Alistair McCormick","Other","Nature plants",2020,1,NA,1,1,1,"EMDB, Supporting information",4,4,4,3,1,NA,NA,"pdf/389.pdf"
190,"Protein aggregation and calcium dysregulation are hallmarks of familial Parkinson’s disease in midbrain dopaminergic neurons","10.1038/s41531-022-00423-7","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","npj Parkinson's Disease",2022,1,"1",1,0,1,"Zenodo ",3,4,4,4,0,1,0,"pdf/190.pdf"
544,"Expansion of ventral foregut is linked to changes in the enhancer landscape for organ-specific differentiation","10.1038/s41556-022-01075-8","Bickmore","HGU","Nature Cell Biology",2023,1,"1",1,1,1,"B",4,4,4,4,NA,1,0,"pdf/544.pdf"
483,"Single-cell lineage tracing unveils a role for Tcf15 in haematopoiesis","10.1038/s41586-020-2503-6","Lowell","CRM","",2020,1,"1",1,0,0,"B",4,4,4,3,NA,1,NA,"pdf/483.pdf"
421,"DNA targeting and interference by a bacterial Argonaute nuclease","10.1038/s41586-020-2605-1","David Leach","Other","Nature",2020,1,"1",1,1,0,"Public repository and supplementary data",3,4,4,4,0,1,NA,"pdf/421.pdf"
128,"Pervasive chromosomal instability and karyotype order in tumour evolution","10.1038/s41586-020-2698-6","Tomlinson","IGC (Edinburgh Cancer Research)","Nature",2020,1,"1",1,0,0,"TRACERx study",4,4,3,4,0,NA,1,"pdf/128.pdf"
196,"Microglia regulate myelin growth and integrity in the central nervous system","10.1038/s41586-022-05534-y","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature",2023,1,"1",1,0,0,"GEO",3,4,4,3,0,1,NA,"pdf/196.pdf"
103,"Gain of function DNMT3A mutations cause microcephalic dwarfism and hypermethylation of polycomb-regulated regions ","10.1038/s41588-018-0274-x","Rappsilber","SBS (Institute of Cell Biology)","Nature Genetics",2019,1,"0",0,0,0,"European Genome-phenome Archive (EGA)",3,4,4,4,NA,1,1,"pdf/103.pdf"
141,"cGAS-mediated induction of type I interferon due to inborn errors of histone pre-mRNA processing","10.1038/s41588-020-00737-3","Crow","IGC (Centre for Genomic and Experimental Medicine)","Nature Genetics",2020,1,"0",0,1,0,"Gene Expression Omnibus",2,4,4,4,0,0,0,"pdf/141.pdf"
156,"Simultaneous disruption of PRC2 and enhancer function underlies histone H3.3-K27M oncogenic activity in human hindbrain neural stem cells","10.1038/s41588-021-00897-w","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Genetics",2021,1,"1",1,1,0,"Gene Expression Omnibus",3,4,4,4,NA,1,0,"pdf/156.pdf"
145,"Increased somatic mutation burdens in normal human cells due to defective DNA polymerases ","10.1038/s41588-021-00930-y","Tomlinson","IGC (Edinburgh Cancer Research)","Nature Genetics",2021,1,"1",1,1,1," European Genome-Phenome Archive (EGA)",3,4,3,4,NA,1,0,"pdf/145.pdf"
341,"Cascaded amplifying circuits enable ultrasensitive cellular sensors for toxic metals","10.1038/s41589-019-0244-3","Baojun Wang","IQB3","Nature Chemistry Biology",2019,1,NA,0,1,0,"Supplementary material",2,2,2,3,NA,0,NA,"pdf/341.pdf"
93,"Central nervous system regeneration is driven by microglia necroptosis and repopulation","10.1038/s41593-019-0418-z","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Neuroscience",2019,1,NA,0,0,0,"GEO",2,4,4,4,1,1,NA,"pdf/93.pdf"
167,"Cell-type specific cis-eQTLs in eight brain cell-types identify novel risk genes for human brain disorders","10.1038/s41593-022-01128-z","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Neuroscience",2022,1,"1",1,0,1,"several",4,3,4,4,NA,1,1,"pdf/167.pdf"
191,"Pathological structural conversion of α-synuclein at the mitochondria induces neuronal toxicity","10.1038/s41593-022-01140-3 ","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Nature Neuroscience",2022,1,"1",1,0,1,"Zenodo ",4,3,4,4,1,NA,1,"pdf/191.pdf"
543,"Cohesin is required for long-range enhancer action at the Shh locus","10.1038/s41594-022-00821-8","Bickmore","HGU","Nature Structural & Molecular Biology",2022,1,"1",0,1,1,"B",3,4,4,2,0,1,NA,"pdf/543.pdf"
495,"Structural maturation of SYCP1-mediated meiotic chromosome synapsis by SYCE3","10.1038/s41594-022-00909-1","Adams","HGU","Nature Structural & Molecular Biology",2023,1,"0",1,1,1,"S",4,4,2,3,1,1,NA,"pdf/495.pdf"
471,"TDP-43 induces p53-mediated cell death of cortical progenitors and immature neurons","10.1038/s41598-018-26397-2","Kunath","CRM","Scientific Reports",2018,0,"0",NA,0,0,"S",2,3,2,4,0,1,0,"pdf/471.pdf"
89,"E-cadherin loss induces targetable autocrine activation of growth factor signalling in lobular breast cancer","10.1038/s41598-018-33525-5","Brunton","IGC (Edinburgh Cancer Research)","Scientific Reports",2018,1,NA,NA,1,0,"supp",2,3,2,4,0,0,NA,"pdf/89.pdf"
110,"DNA damage signalling from the placenta to foetal blood as a potential mechanism for childhood leukaemia initiation","10.1038/s41598-019-39552-0","Ottersbach","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Scientific Reports",2019,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/110.pdf"
99,"The polymorphic variant rs1800734 influences methylation acquisition and allele-specific TFAP4 binding in the MLH1 promoter leading to differential mRNA expression","10.1038/s41598-019-49952-x","Tomlinson","IGC (Edinburgh Cancer Research)","Scientific Reports",2019,1,NA,1,0,0,"Mendeley ",4,4,4,4,NA,1,1,"pdf/99.pdf"
511,"Mice depleted for Exchange Proteins Directly Activated by cAMP (Epac) exhibit irregular liver regeneration in response to partial hepatectomy","10.1038/s41598-019-50219-8","Henderson","HGU","Scientific Reports",2019,1,NA,1,0,0,"PR",3,4,4,4,0,0,NA,"pdf/511.pdf"
127,"Novel Roles of PRK1 and PRK2 in cilia and cancer biology ","10.1038/s41598-020-60604-3","Frame","IGC (Edinburgh Cancer Research)","Scientific Reports",2020,1,NA,1,0,0,NA,1,1,1,1,0,NA,NA,"pdf/127.pdf"
312,"Streamlined identifcation of strain engineering targets for bioprocess improvement using metabolic pathway enrichment analysis","10.1038/s41598-023-39661-x","Karl Burgess","IQB3","Scientific reports",2023,1,NA,1,1,0,"Supplementary material, MetaboLights",4,4,4,4,NA,NA,NA,"pdf/312.pdf"
356,"Yeast lacking the sterol C-5 desaturase Erg3 are tolerant to the anti-inflammatory triterpenoid saponin escin","10.1038/s41598-023-40308-0","Susan Rosser","IQB3","Scientific reports",2023,0,NA,1,1,0,"European Nucleotide Archive (ENA)  and supplemementary info",4,4,4,4,NA,1,NA,"pdf/356.pdf"
170,"Liver RBFOX2 regulates cholesterol homeostasis via Scarb1 alternative splicing in mice","10.1038/s42255-022-00681-y","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","Nature Metabolism",2022,1,"1",1,0,0,"ProteomeXchange ",3,4,4,4,NA,1,NA,"pdf/170.pdf"
507,"Comprehensive microRNA profiling in acetaminophen toxicity identifies novel circulating biomarkers for human liver and kidney injury","10.1038/srep15501","Henderson","HGU","Nature Briefing",2015,1,NA,NA,0,0,"S",3,4,2,4,NA,1,1,"pdf/507.pdf"
439,"General calibration of microbial growth in microplate readers","10.1038/srep38828","Teuta Pilizota","Other","Scientific reports",2016,1,NA,1,1,1,"Edinburgh Uni datashare, Supplementary info",4,4,4,4,1,NA,NA,"pdf/439.pdf"
324,"Profiling bacterial communities associated with sediment-based aquaculture bioremediation systems under contrasting redox regimes","10.1038/srep38850","Andrew Free","IQB3","Scientific reports",2016,1,NA,NA,0,0,"Supplementary material",2,2,2,4,NA,0,NA,"pdf/324.pdf"
329,"Profiling bacterial communities associated with sediment-based aquaculture bioremediation systems under contrasting redox regimes","10.1038/srep38850","Andrew Free","IQB3","Scientific reports",2016,1,NA,NA,0,0,"Supplementary data",2,2,2,4,NA,0,NA,"pdf/329.pdf"
71,"WT1 expression in breast cancer disrupts the epithelial/mesenchymal balance of tumour cells and correlates with the metabolic response to docetaxel","10.1038/srep45255","Brunton","IGC (Edinburgh Cancer Research)","Scientific Reports",2017,1,NA,NA,0,0,"supp",2,4,4,4,0,1,0,"pdf/71.pdf"
53,"Biallelic mutations in the gene encoding eEF1A2 cause seizures and sudden death in F0 mice","10.1038/srep46019","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Scientific Reports",2017,1,NA,NA,1,0,"supp",3,2,2,4,NA,NA,NA,"pdf/53.pdf"
67,"Oncogenic activity of SOX1 in glioblastoma","10.1038/srep46575","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Scientific Reports",2017,1,NA,NA,0,0,NA,1,1,1,1,0,NA,0,"pdf/67.pdf"
371,"Strain-promoted sydnone bicyclo-[6.1.0]-nonyne cycloaddition","10.1039/C3SC53332H","Stephen Wallace","IQB3","Chemical Science",2014,0,NA,NA,0,0,"Supplementary material",2,2,2,4,0,NA,NA,"pdf/371.pdf"
377,"Protein modification via alkyne hydrosilylation using a substoichiometric amount of ruthenium(II) catalyst","10.1039/C6SC05313K","Stephen Wallace","IQB3","Chemical Science",2017,0,NA,NA,1,0,"Supporting information",2,2,2,4,NA,NA,NA,"pdf/377.pdf"
378,"Computationally guided discovery of a reactive, hydrophilic trans-5-oxocene dienophile for bioorthogonal labeling","10.1039/C7OB01707C","Stephen Wallace","IQB3","Organic & Biomolecular Chemistry",2017,0,NA,NA,1,0,"Supporting information",3,2,2,4,NA,NA,NA,"pdf/378.pdf"
379,"Microbial synthesis of vanillin from waste poly(ethylene terephthalate)","10.1039/D1GC00931A","Stephen Wallace","IQB3","Green Chemistry",2021,0,NA,NA,1,0,"Supporting information",2,2,2,3,0,0,NA,"pdf/379.pdf"
338,"Micellar catalysis of the Suzuki Miyaura reaction using biogenic Pd nanoparticles from Desulfovibrio alaskensis","10.1039/d1gc02392f","Louise Horsfall","IQB3","New Biotechnology",2021,1,NA,NA,1,0,"Supplementary material",2,3,2,4,0,NA,NA,"pdf/338.pdf"
333,"Selective bacterial separation of critical metals: towards a sustainable method for recycling lithium ion batteries","10.1039/D2GC02450K","Louise Horsfall","IQB3","Green Chemistry",2022,1,NA,NA,1,0,"Supplementary information",4,2,2,4,NA,NA,NA,"pdf/333.pdf"
123,"Translation elongation factor 1A2 (eEF1A2) is encoded by one of four closely related eef1a genes and is dispensable for survival in zebrafish","10.1042/BSR20194191","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Bioscience Reports",2020,1,NA,0,1,1,"supp",2,2,2,4,NA,NA,NA,"pdf/123.pdf"
131,"Targeting DNA Damage Response and Replication Stress in Pancreatic Cancer ","10.1053/j.gastro.2020.09.043","Frame","IGC (Edinburgh Cancer Research)","Gastroenterology",2020,1,NA,NA,0,1,"supp",2,3,2,4,0,0,0,"pdf/131.pdf"
32,"BRAF inhibitor resistance mediated by the AKT pathway in an oncogenic BRAF mouse melanoma model ","10.1073/pnas.1418163112","Arends","IGC (Edinburgh Cancer Research)","Proceedings of the National Academy of Sciences (PNAS)",2015,1,NA,NA,0,0,"supp",2,3,4,4,NA,1,NA,"pdf/32.pdf"
422,"Quantitative genomic analysis of RecA protein bindingduring DNA double-strand break repair reveals RecBCDaction in vivo","10.1073/pnas.1424269112","David Leach","Other","PNAS",2015,1,NA,1,1,0,"Public repository and supplementary data",4,4,4,4,NA,1,NA,"pdf/422.pdf"
435,"Dynamics of Escherichia coli’s passive response to a sudden decrease in external osmolarity","10.1073/pnas.1522185113","Teuta Pilizota","Other","PNAS ",2016,0,NA,NA,1,0,"Supplementary material",3,2,2,4,NA,NA,NA,"pdf/435.pdf"
415,"Photoreceptor effects on plant biomass, resource allocation, and metabolic state","10.1073/pnas.1601309113","Karen Halliday","Other","PNAS",2016,1,NA,NA,1,0,"Supplementary material",3,4,2,4,0,NA,NA,"pdf/415.pdf"
438,"Osmotaxis in Escherichia coli through changes in motor speed","10.1073/pnas.1620945114","Teuta Pilizota","Other","PNAS",2017,0,NA,1,1,0,"repository and supplementary material",2,3,4,4,NA,NA,NA,"pdf/438.pdf"
363,"Distributed and dynamic intracellular organization of extracellular information","10.1073/pnas.1716659115","Peter Swain","IQB3","PNAS",2018,0,NA,NA,1,1,"Supplementary info",3,2,4,4,NA,NA,NA,"pdf/363.pdf"
420,"Dawn and photoperiod sensing by phytochrome A","10.1073/pnas.1803398115","Karen Halliday","Other","PNAS",2018,1,"1",NA,1,1,"Public repository and supplementary data",4,4,4,3,NA,1,NA,"pdf/420.pdf"
94,"Cellular senescence in progenitor cells contributes to diminished remyelination potential in progressive multiple sclerosis","10.1073/pnas.1818348116","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Proceedings of the National Academy of Sciences (PNAS)",2019,1,"0",1,0,0,"Sequence Read Archive,",2,4,4,4,0,1,0,"pdf/94.pdf"
387,"A Rubisco-binding protein is required for normal pyrenoid number and starch sheath morphology in Chlamydomonas reinhardtii","10.1073/pnas.1904587116","Alistair McCormick","Other","PNAS",2019,1,NA,NA,1,0,"GenBank. Supplementary information",3,4,4,4,0,1,NA,"pdf/387.pdf"
418,"PIF7 controls leaf cell proliferation through an AN3 substitution repression mechanism","10.1073/pnas.2115682119","Karen Halliday","Other","PNAS",2022,1,NA,1,1,1,"Supplementary material",3,4,4,4,0,NA,NA,"pdf/418.pdf"
102,"Proteome analysis of human neutrophil granulocytes from patients with monogenic disease using data-independent acquisition","10.1074/mcp.RA118.001141","Rappsilber","SBS (Institute of Cell Biology)","Molecular & Cellular Proteomics ",2019,1,NA,1,1,0,"supp",2,4,4,4,NA,0,1,"pdf/102.pdf"
406,"Copper, cadmium and nickel pollution inhibit growth and promote ascorbate catabolism in cell cultures of Arabidopsis thaliana and Zea mays","10.1080/11263504.2023.2188273","Stephen Fry","Other","Plant Biosystems",2023,0,NA,NA,0,0,"Figshare repository",2,2,4,4,0,NA,NA,"pdf/406.pdf"
492,"Tex19.1 Inhibits the N-End Rule Pathway and Maintains Acetylated SMC3 Cohesin and Sister Chromatid Cohesion in Oocytes","10.1083/jcb.201702123","Adams","HGU","Journal of Cell Biology",2020,1,"0",NA,1,1,NA,1,1,1,1,0,1,0,"pdf/492.pdf"
124,"Mutations in COPA lead to abnormal trafficking of STING to the Golgi and interferon signaling ","10.1084/jem.20200600","Crow","IGC (Centre for Genomic and Experimental Medicine)","Journal of Experimental Medicine",2020,1,"0",NA,1,0,NA,1,1,1,1,0,NA,0,"pdf/124.pdf"
486,"Kdm3a lysine demethylase is an Hsp90 client required for cytoskeletal rearrangements during spermatogenesis","10.1091/mbc.E13-08-0471","Adams","HGU","Molecular Biology of the Cell",2014,1,NA,NA,0,0,NA,1,1,1,1,0,1,0,"pdf/486.pdf"
414,"Pectic polysaccharides are attacked by hydroxyl radicals in ripening fruit: evidence from a fluorescent fingerprinting method","10.1093/aob/mcv192","Karen Halliday","Other","Annals of Botany",2016,1,NA,NA,1,0,"Supplementary material",2,2,2,4,0,NA,NA,"pdf/414.pdf"
408,"Functional and chemical characterization of XAF: a heat-stable plant polymer that activates xyloglucan endotransglucosylase/hydrolase (XTH)","10.1093/aob/mcz050","Stephen Fry","Other","Annals of Botany",2019,1,NA,NA,1,0,"Supplementary material",2,3,2,3,0,NA,NA,"pdf/408.pdf"
369,"Morphologically constrained and data informed cell segmentation of budding yeast ","10.1093/bioinformatics/btx550","Peter Swain","IQB3","Bioinformatics",2018,1,"1",NA,1,1,"Supplementary material",2,2,2,3,NA,NA,NA,"pdf/369.pdf"
169,"Astrocytes display cell autonomous and diverse early reactive states in familial amyotrophic lateral sclerosis","10.1093/brain/awab328","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","Brain",2022,1,"0",1,1,0,"Array Express",2,4,4,4,0,1,0,"pdf/169.pdf"
189,"Alpha-synuclein supports type 1 interferon signalling in neurons and brain tissue","10.1093/brain/awac192 ","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Brain",2022,1,"0",1,0,1,"GEO ",2,4,4,4,0,1,NA,"pdf/189.pdf"
21,"Fibroblast growth factor signalling in multiple sclerosis: inhibition of myelination and induction of pro-inflammatory environment by FGF9","10.1093/brain/awv102","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Brain",2015,1,"1",NA,0,0,"supp",2,4,4,4,0,1,0,"pdf/21.pdf"
159,"Midbrain organoids with an SNCA gene triplication model key features of synucleinopathy","10.1093/braincomms/fcab223","Kunath","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Brain Communications",2021,1,"1",0,0,1,"supp",2,4,4,4,0,1,NA,"pdf/159.pdf"
515,"Cellular heterogeneity of the developing worker honey bee (Apis mellifera) pupa: a single cell transcriptomics analysis: Honeybee cell heterogeneity during development","10.1093/g3journal/jkad178","Henderson","HGU","G3 Genes|Genomes|Genetics",2023,1,"2",1,0,1,"B",4,4,4,4,NA,1,NA,"pdf/515.pdf"
122,"Recapitulation of the EEF1A2 D252H neurodevelopmental disorder-causing missense mutation in mice reveals a toxic gain of function ","10.1093/hmg/ddaa042","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Human Molecular Genetics",2020,1,NA,NA,1,0,"supp",2,3,2,3,NA,NA,NA,"pdf/122.pdf"
173,"Metabolic, fibrotic, and splicing pathways are all altered in Emery-Dreifuss muscular dystrophy spectrum patients to differing degrees","10.1093/hmg/ddac264","Schirmer","SBS (Institute of Cell Biology)","Human Molecular Genetics",2022,1,NA,1,1,1,"GEO ",3,4,4,4,NA,1,0,"pdf/173.pdf"
468,"Developmental regulation of tau splicing is disrupted in stem cell-derived neurons from frontotemporal dementia patients with the 10 + 16 splice-site mutation in MAPT","10.1093/hmg/ddv246","Kunath","CRM","Human Molecular Genetics",2015,1,NA,NA,0,0,NA,1,1,1,1,0,1,NA,"pdf/468.pdf"
390,"The pyrenoidal linker protein EPYC1 phase separates with hybrid Arabidopsis–Chlamydomonas Rubisco through interactions with the algal Rubisco small subunit","10.1093/jxb/eraa139","Alistair McCormick","Other","Journal of Experimental Botany",2019,1,NA,NA,1,0,"Supporting information",3,3,2,3,0,1,NA,"pdf/390.pdf"
